zip, total
37874, 75748
37880, 75760
37846, 75692
37830, 75660
37748, 75496
37840, 75680
37763, 75526
37774, 75548
37854, 75708
37072, 148288
37073, 148292
37080, 148320
37152, 148608
37188, 148752
37148, 148592
37146, 148584
37032, 148128
37048, 148192
37049, 148196
37010, 148040
37141, 148564
37172, 148688
37133, 148532
37089, 148356
37180, 148720
37063, 148252
37160, 148640
37131, 148524
37132, 148528
37118, 148472
37060, 148240
37037, 148148
37153, 148612
37130, 148520
37046, 148184
37020, 148080
37122, 148488
37127, 148508
37128, 148512
37014, 148056
37129, 148516
37135, 148540
37085, 148340
37149, 148596
37167, 148668
37086, 148344
37756, 75512
37892, 75784
37852, 75704
37872, 75744
37732, 75464
37847, 75694
37755, 75510
37841, 75682
37365, 112095
37110, 111330
37327, 111981
37377, 112131
37397, 112191
37379, 112137
37338, 112014
37863, 75726
37871, 75742
37862, 75724
37722, 75444
37864, 75728
37876, 75752
37865, 75730
37920, 75840
37820, 75640
37868, 75736
37725, 75450
37738, 75476
37764, 75528
38387, 230322
38168, 229008
38173, 229038
38174, 229044
38175, 229050
38177, 229062
38181, 229086
38182, 229092
38183, 229098
38184, 229104
38186, 229116
38187, 229122
38188, 229128
38190, 229140
38193, 229158
38194, 229164
38197, 229182
38157, 228942
38136, 228816
37501, 225006
38054, 228324
38133, 228798
38124, 228744
38128, 228768
38125, 228750
38107, 228642
38018, 228108
38152, 228912
38148, 228888
38106, 228636
38028, 228168
38104, 228624
38147, 228882
38135, 228810
38103, 228618
38145, 228870
38101, 228606
37544, 225264
38023, 228138
38141, 228846
38088, 228528
38151, 228906
38134, 228804
38127, 228762
38126, 228756
38029, 228174
38150, 228900
38105, 228630
38167, 229002
38159, 228954
38111, 228666
38055, 228330
38139, 228834
38132, 228792
38109, 228654
38108, 228648
38053, 228318
38027, 228162
38017, 228102
38166, 228996
38138, 228828
38114, 228684
38113, 228678
38058, 228348
38112, 228672
38163, 228978
38137, 228822
38130, 228780
38116, 228696
38115, 228690
38016, 228096
38002, 228012
38004, 228024
38011, 228066
38014, 228084
38083, 228498
38161, 228966
38131, 228786
38122, 228732
38119, 228714
38117, 228702
38118, 228708
38120, 228720
38563, 269941
37030, 259210
38567, 269969
37184, 260288
38569, 269983
37151, 260057
38560, 269920
37145, 260015
38548, 269836
37057, 259399
38552, 269864
37090, 259630
38547, 269829
37012, 259084
37087, 259609
37023, 296184
37050, 296400
37058, 296464
37079, 296632
37028, 296224
37178, 297424
37175, 297400
37625, 37625
37621, 37621
37656, 37656
37663, 37663
37662, 37662
37659, 37659
37660, 37660
37664, 37664
37669, 37669
37665, 37665
37686, 37686
37620, 37620
37694, 37694
37699, 37699
37618, 37618
37615, 37615
37617, 37617
37072, 148288
37188, 148752
37022, 148088
37031, 148124
37077, 148308
37075, 148300
37119, 148476
37048, 148192
37148, 148592
37186, 148744
37049, 148196
37066, 148264
72395, 434370
38019, 228114
72338, 434028
38058, 228348
38023, 228138
38053, 228318
38071, 228426
38069, 228414
38011, 228066
38049, 228294
38015, 228090
38004, 228024
37022, 148088
37031, 148124
37074, 148296
37057, 148228
37087, 148348
37601, 37601
37650, 37650
37657, 37657
37692, 37692
37888, 75776
37866, 75732
37848, 75696
37721, 75442
37779, 75558
37870, 75740
37705, 75410
37938, 75876
37825, 75650
37709, 75418
37754, 75508
37807, 75614
38559, 269913
37367, 261569
38583, 270081
37110, 259770
38581, 270067
37327, 261289
38585, 270095
37357, 261499
38550, 269850
37394, 261758
38581, 270067
37190, 260330
37110, 259770
37378, 261646
37111, 259777
37166, 260162
37641, 37641
37602, 37602
37650, 37650
37601, 37601
37656, 37656
37690, 37690
37659, 37659
37663, 37663
37681, 37681
37686, 37686
37684, 37684
37605, 37605
37694, 37694
37604, 37604
37615, 37615
37614, 37614
38485, 307880
37096, 296768
38463, 307704
38425, 307400
38471, 307768
38450, 307600
38486, 307888
38452, 307616
38464, 307712
38475, 307800
38201, 191005
38226, 191130
38224, 191120
38225, 191125
38229, 191145
38230, 191150
38237, 191185
38241, 191205
38238, 191190
38242, 191210
38255, 191275
38257, 191285
38261, 191305
38506, 269542
38559, 269913
38579, 270053
38583, 270081
38587, 270109
37064, 148256
37082, 148328
37024, 148096
37060, 148240
37025, 148100
37215, 148860
37221, 148884
37179, 148716
37069, 148276
37027, 148108
37046, 148184
37014, 148056
37062, 148248
37065, 148260
37068, 148272
37067, 148268
38401, 153604
37135, 148540
37174, 148696
38476, 153904
37071, 148284
37088, 148352
37138, 148552
37184, 148736
37121, 148484
37076, 148304
37136, 148544
37090, 148360
37122, 148488
37087, 148348
37118, 148472
37012, 148048
37016, 148064
37095, 148380
37085, 148340
75884, 1972984
75882, 1972932
75880, 1972880
75763, 1969838
75886, 1973036
75779, 1970254
75752, 1969552
75832, 1971632
75751, 1969526
75853, 1972178
75148, 1953848
75844, 1971944
75839, 1971814
75803, 1970878
75861, 1972386
75801, 1970826
75802, 1970852
79714, 2072564
75980, 1975480
75903, 1973478
75902, 1973452
75901, 1973426
75904, 1973504
75915, 1973790
75969, 1975194
75941, 1974466
75949, 1974674
78390, 548730
78382, 548674
78381, 548667
78358, 548506
78336, 548352
76389, 1909725
76370, 1909250
76360, 1909000
76308, 1907700
76305, 1907625
76374, 1909350
76310, 1907750
76351, 1908775
76366, 1909150
76302, 1907550
76380, 1909500
76379, 1909475
79039, 158078
79226, 158452
79042, 158084
79094, 158188
79118, 158236
79019, 158038
79068, 158136
78021, 1482399
78052, 1482988
78026, 1482494
78008, 1482152
78064, 1483216
78050, 1482950
78002, 1482038
78062, 1483178
78012, 1482228
78065, 1483235
78264, 1487016
78069, 1483311
78011, 1482209
78073, 1483387
78005, 1482095
78113, 1484147
78944, 789440
77485, 774850
78950, 789500
78954, 789540
77418, 774180
77473, 774730
78933, 789330
77452, 774520
78940, 789400
78931, 789310
77833, 778330
77474, 774740
77426, 774260
79031, 2054806
79344, 2062944
79371, 2063646
79346, 2062996
79325, 2062450
79324, 2062424
79347, 2063022
78883, 1498777
78003, 1482057
78055, 1483045
78063, 1483197
78885, 1498815
78023, 1482437
78659, 235977
78616, 235848
78953, 236859
78612, 235836
78617, 235851
78957, 236871
78959, 236877
78650, 235950
78653, 235959
78941, 236823
78621, 235863
78602, 235806
78662, 235986
76374, 1985724
76380, 1985880
78145, 2031770
78119, 2031094
78162, 2032212
78389, 2038114
78102, 2030652
78104, 2030704
78391, 2038166
78142, 2031692
78146, 2031796
78125, 2031250
76528, 841808
76503, 841533
76539, 841929
76547, 842017
76548, 842028
76549, 842039
76554, 842094
76557, 842127
76527, 841797
76564, 842204
76559, 842149
76534, 841874
76502, 841522
76533, 841863
76501, 841511
76571, 842281
76570, 842270
76569, 842259
76519, 841709
76544, 841984
76504, 841544
76579, 842369
76540, 841940
76508, 841588
76543, 841973
76505, 841555
76542, 841962
76511, 841621
76541, 841951
76513, 841643
78236, 1486484
78009, 1482171
78052, 1482988
78006, 1482114
78235, 1486465
78109, 1484071
78234, 1486446
78225, 1486275
78233, 1486427
78214, 1486066
78203, 1485857
78211, 1486009
78108, 1484052
78015, 1482285
78238, 1486522
78243, 1486617
78244, 1486636
78237, 1486503
78224, 1486256
78295, 1487605
78242, 1486598
78213, 1486047
78298, 1487662
78291, 1487529
78292, 1487548
78212, 1486028
78296, 1487624
78002, 1482038
78239, 1486541
78293, 1487567
78240, 1486560
78150, 1484850
78148, 1484812
78201, 1485819
78297, 1487643
78202, 1485838
78241, 1486579
78289, 1487491
78216, 1486104
78073, 1483387
78206, 1485914
78245, 1486655
78294, 1487586
78112, 1484128
78232, 1486408
78252, 1486788
78246, 1486674
78226, 1486294
78054, 1483026
78039, 1482741
78101, 1483919
78251, 1486769
78248, 1486712
78247, 1486693
78249, 1486731
78250, 1486750
78264, 1487016
78210, 1485990
78215, 1486085
78253, 1486807
78223, 1486237
78256, 1486864
78205, 1485895
78255, 1486845
78254, 1486826
78257, 1486883
78299, 1487681
78263, 1486997
78218, 1486142
78258, 1486902
78217, 1486123
78260, 1486940
78124, 1484356
78259, 1486921
78261, 1486959
78204, 1485876
78219, 1486161
78228, 1486332
78207, 1485933
78231, 1486389
78266, 1487054
78265, 1487035
78023, 1482437
78288, 1487472
78285, 1487415
78209, 1485971
78269, 1487111
78280, 1487320
78227, 1486313
78268, 1487092
78279, 1487301
78270, 1487130
78222, 1486218
78278, 1487282
78069, 1483311
78208, 1485952
78230, 1486370
78221, 1486199
78284, 1487396
78283, 1487377
78229, 1486351
78220, 1486180
78152, 1484888
78154, 1484926
78671, 2045446
78669, 2045394
78676, 2045576
78606, 2043756
78654, 2045004
78663, 2045238
78635, 2044510
78643, 2044718
78636, 2044536
78070, 2029820
79738, 2073188
79511, 2067286
79549, 2068274
79351, 2063126
79720, 2072720
79517, 2067442
79713, 2072538
79527, 2067702
79331, 2062606
76457, 1987882
76633, 1992458
76665, 1993290
76637, 1992562
76652, 1992952
76528, 1989728
76043, 1977118
76689, 1993914
76644, 1992744
76634, 1992484
76671, 1993446
76690, 1993940
76649, 1992874
75501, 1585521
75505, 1585605
75599, 1587579
75573, 1587033
75504, 1585584
75574, 1587054
75503, 1585563
75507, 1585647
75554, 1586634
75561, 1586781
75559, 1586739
75569, 1586949
75567, 1586907
75570, 1586970
77566, 775660
77516, 775160
77430, 774300
77431, 774310
77486, 774860
77531, 775310
77541, 775410
77577, 775770
77444, 774440
77515, 775150
77463, 774630
77578, 775780
77546, 775460
77542, 775420
77480, 774800
77422, 774220
77581, 775810
77512, 775120
77583, 775830
77588, 775880
77584, 775840
77534, 775340
77511, 775110
77047, 770470
77840, 467040
77803, 466818
77868, 467208
77859, 467154
77802, 466812
77881, 467286
77862, 467172
77841, 467046
77845, 467070
77842, 467052
77843, 467058
77866, 467196
77844, 467064
77808, 466848
77801, 466806
77805, 466830
77806, 466836
77807, 466842
79852, 2076152
79834, 2075684
79842, 2075892
79832, 2075632
79831, 2075606
79830, 2075580
79257, 2060682
79226, 2059876
79241, 2060266
79261, 2060786
79088, 2056288
79255, 2060630
78355, 2037230
78353, 2037178
76801, 1996826
76823, 1997398
76890, 1999140
76432, 1987232
76804, 1996904
76474, 1988324
76827, 1997502
76471, 1988246
76857, 1998282
76803, 1996878
76802, 1996852
76443, 1987518
76556, 459336
77852, 467112
77838, 467028
76567, 459402
77863, 467178
77879, 467274
77878, 467268
77836, 467016
78605, 2043730
76550, 1990300
76549, 1990274
78608, 2043808
76527, 1989702
78639, 2044614
78611, 2043886
78657, 2045082
78669, 2045394
76539, 1990014
78654, 2045004
78642, 2044692
78640, 235920
78953, 236859
78622, 235866
78959, 236877
78616, 235848
78661, 235983
78632, 235896
78666, 235998
78656, 235968
78648, 235944
78662, 235986
78610, 235830
78644, 235932
78655, 235965
77978, 1793494
77465, 1781695
77990, 1793770
77979, 1793517
77982, 1793586
77983, 1793609
79601, 79601
76464, 76464
79541, 79541
76469, 76469
79602, 79602
76443, 76443
76437, 76437
79510, 79510
79504, 79504
78568, 392840
78522, 392610
78583, 392915
78551, 392755
78521, 392605
78552, 392760
78520, 392600
78593, 392965
78592, 392960
78550, 392750
78567, 392835
78535, 392675
78597, 392985
78553, 392765
78526, 392630
78523, 392615
78586, 392930
78566, 392830
78575, 392875
78578, 392890
78559, 392795
75451, 1961726
75494, 1962844
75644, 1966744
75686, 1967836
79108, 158216
79039, 158078
79036, 158072
79080, 158160
79118, 158236
79068, 158136
79097, 158194
75566, 1964716
75572, 1964872
75638, 1966588
75551, 1964326
75555, 1964430
75668, 1967368
75556, 1964456
75565, 1964690
75563, 1964638
75560, 1964560
75562, 1964612
75656, 1967056
75568, 1964768
75657, 1967082
75630, 1966380
79031, 2054806
79027, 2054702
79082, 2056132
79035, 2054910
79042, 2055092
79045, 2055170
79043, 2055118
79064, 2055664
79052, 2055352
79085, 2056210
79063, 2055638
79088, 2056288
79347, 2063022
77514, 775140
77575, 775750
77580, 775800
77597, 775970
77560, 775600
77661, 776610
77622, 776220
77665, 776650
77523, 775230
77520, 775200
77535, 775350
77521, 775210
75780, 1970280
75784, 1970384
75925, 1974050
75789, 1970514
75785, 1970410
75757, 1969682
75759, 1969734
75969, 1975194
75764, 1969864
75654, 1967004
75766, 1969916
75976, 1975376
75772, 1970072
79259, 2060734
79230, 2059980
79245, 2060370
79201, 2059226
79095, 2056470
76302, 1907550
76261, 1906525
76305, 1907625
76389, 1909725
76310, 1907750
76228, 1905700
76357, 1908925
76352, 1908800
76230, 1905750
76377, 1909425
76365, 1909125
79353, 2063178
79379, 2063854
79314, 2062164
79336, 2062736
79346, 2062996
76905, 1999530
76933, 2000258
76945, 2000570
76949, 2000674
76953, 2000778
79506, 2067156
76882, 1998932
76888, 1999088
76845, 1997970
76884, 1998984
76823, 1997398
76443, 1987518
76873, 1998698
76827, 1997502
76828, 1997528
79538, 2067988
76878, 1998828
76801, 1996826
76834, 1997684
79519, 2067494
79510, 2067260
75485, 603880
75048, 600384
75252, 602016
75093, 600744
75121, 600968
75035, 600280
75033, 600264
75034, 600272
75454, 603632
75173, 601384
75452, 603616
75098, 600784
75078, 600624
75044, 600352
75094, 600752
75097, 600776
75086, 600688
75442, 603536
75087, 600696
75071, 600568
75069, 600552
75070, 600560
75075, 600600
75074, 600592
75002, 600016
75082, 600656
75409, 603272
75080, 600640
75287, 602296
75189, 601512
75407, 603256
75166, 601328
75009, 600072
75248, 601984
75013, 600104
75164, 601312
75495, 603960
75424, 603392
75024, 600192
75023, 600184
75026, 600208
75025, 600200
79230, 2059980
79057, 2055482
79245, 2060370
79079, 2056054
79251, 2060526
79201, 2059226
79095, 2056470
79077, 2056002
78933, 2052258
77964, 2027064
77460, 2013960
77434, 2013284
77435, 2013310
78934, 2052284
78935, 2052310
78950, 2052700
78951, 2052726
78956, 2052856
77412, 2012712
77442, 2013492
77470, 2014220
78943, 2052518
77475, 2014350
77474, 2014324
78962, 2053012
77455, 2013830
78940, 2052440
78006, 1482114
78163, 1485097
78131, 1484489
78135, 1484565
78133, 1484527
78132, 1484508
78606, 1493514
78623, 1493837
78108, 1484052
78015, 1482285
78130, 1484470
78154, 1484926
78266, 1487054
78666, 1494654
78070, 1483330
76474, 1988324
76444, 1987544
76445, 1987570
76890, 1999140
76468, 1988168
76432, 1987232
76531, 1989806
76455, 1987830
76471, 1988246
76442, 1987492
76454, 1987804
76452, 1987752
76436, 1987336
76446, 1987596
76852, 1998152
76937, 2000362
76855, 1998230
76858, 1998308
76875, 1998750
76837, 1997762
76861, 1998386
76862, 1998412
76866, 1998516
76955, 2000830
76273, 1983098
76258, 1982708
76272, 1983072
76250, 1982500
76253, 1982578
76252, 1982552
76271, 1983046
76240, 1982240
76263, 1982838
76233, 1982058
76265, 1982890
76238, 1982188
76241, 1982266
76234, 1982084
76266, 1982916
76239, 1982214
76526, 841786
76544, 841984
76522, 841742
76557, 842127
76528, 841808
76561, 842171
76558, 842138
76689, 843579
76657, 843227
76566, 842226
76538, 841918
76597, 842567
76539, 841929
76596, 842556
76634, 842974
76598, 842578
76599, 842589
76525, 841775
79201, 2059226
79223, 2059798
79248, 2060448
79252, 2060552
79766, 2073916
79731, 2073006
76932, 2000232
76930, 2000180
76943, 2000518
79235, 1109290
79250, 1109500
79343, 1110802
79243, 1109402
79357, 1110998
79322, 1110508
79370, 1111180
79356, 1110984
79855, 2076230
79847, 2076022
79084, 2056184
79022, 2054572
79051, 2055326
79087, 2056262
75229, 601832
75045, 600360
75207, 601656
75039, 600312
75214, 601712
75393, 603144
75228, 601824
75251, 602008
75222, 601776
75205, 601640
75242, 601936
75217, 601736
75237, 601896
75250, 602000
75232, 601856
75231, 601848
75374, 602992
75354, 602832
75083, 600664
75253, 602024
75116, 600928
75230, 601840
75209, 601672
75187, 601496
75115, 600920
75266, 602128
75326, 602608
75181, 601448
75044, 600352
75371, 602968
75082, 600656
75098, 600784
75123, 600984
75312, 602496
75180, 601440
75252, 602016
75061, 600488
75206, 601648
75233, 601864
75303, 602424
75125, 601000
75301, 602408
75060, 600480
75216, 601728
75215, 601720
75320, 602560
75172, 601376
75138, 601104
75236, 601888
75235, 601880
75373, 602984
75067, 600536
75134, 601072
75062, 600496
75315, 602520
75313, 602504
75137, 601096
75372, 602976
75234, 601872
75063, 600504
75381, 603048
75219, 601752
75182, 601456
75241, 601928
75088, 600704
75265, 602120
75208, 601664
75221, 601768
75185, 601480
75141, 601128
75376, 603008
75218, 601744
75038, 600304
75047, 600376
75342, 602736
75379, 603032
75380, 603040
75146, 601168
75085, 600680
75392, 603136
75378, 603024
75046, 600368
75254, 602032
75339, 602712
75240, 601920
75150, 601200
75149, 601192
75382, 603056
75220, 601760
75389, 603112
75391, 603128
75263, 602104
75264, 602112
75238, 601904
75336, 602688
75390, 603120
75261, 602088
75260, 602080
75099, 600792
75262, 602096
75154, 601232
75355, 602840
75370, 602960
75223, 601784
75275, 602200
75244, 601952
75394, 603152
75357, 602856
75270, 602160
75267, 602136
75249, 601992
75106, 600848
75204, 601632
75054, 600432
75043, 600344
75397, 603176
75398, 603184
75159, 601272
75395, 603160
75104, 600832
75212, 601696
75285, 602280
75356, 602848
76065, 608520
75243, 601944
75089, 600712
75001, 600008
75283, 602264
75277, 602216
75284, 602272
75227, 601816
75202, 601616
75040, 600320
75006, 600048
75007, 600056
75053, 600424
75048, 600384
75287, 602296
75360, 602880
75051, 600408
76051, 608408
75030, 600240
75225, 601800
75042, 600336
75247, 601976
75211, 601688
75226, 601808
75224, 601792
75201, 601608
75358, 602864
75359, 602872
75011, 600088
75246, 601968
75049, 600392
75050, 600400
75019, 600152
75367, 602936
75080, 600640
75017, 600136
75015, 600120
75014, 600112
75210, 601680
75052, 600416
75041, 600328
75016, 600128
75248, 601984
75368, 602944
75203, 601624
75081, 600648
75028, 600224
79351, 2063126
79713, 2072538
79377, 2063802
79331, 2062606
79025, 2054650
79027, 2054702
79098, 2056548
79035, 2054910
79001, 2054026
79092, 2056392
79045, 2055170
79015, 2054390
75441, 603528
75450, 603600
75428, 603424
75415, 603320
75432, 603456
75469, 603752
75448, 603584
75033, 600264
76078, 608624
75056, 600448
75093, 600744
76204, 609632
76210, 609680
76272, 610176
76203, 609624
75057, 600456
76092, 608736
75034, 600272
75067, 600536
76207, 609656
75068, 600544
76206, 609648
76209, 609672
76249, 609992
76205, 609640
76247, 609976
76208, 609664
75065, 600520
75077, 600616
76227, 609816
76177, 609416
76226, 609808
75078, 600624
76202, 609616
76258, 610064
75287, 602296
76259, 610072
76262, 610096
75010, 600080
75009, 600072
76266, 610128
76201, 609608
75007, 600056
76234, 609872
75029, 600232
76052, 608416
75019, 600152
75028, 600224
75022, 600176
75027, 600216
75024, 600192
77989, 2027714
77995, 2027870
77967, 2027142
78629, 2044354
78151, 2031926
78164, 2032264
77994, 2027844
77954, 2026804
77974, 2027324
77905, 2025530
77984, 2027584
78141, 2031666
79243, 2060318
79248, 2060448
79235, 2060110
79220, 2059720
79370, 2063620
79229, 2059954
79256, 2060656
78830, 2049580
78827, 2049502
78839, 2049814
78834, 2049684
78836, 2049736
79065, 2055690
79226, 2059876
79237, 2060162
79057, 2055482
79240, 2060240
79039, 2055014
79245, 2060370
78349, 2037074
78357, 2037282
78332, 2036632
78341, 2036866
78376, 2037776
78384, 2037984
76463, 1988038
76466, 1988116
76464, 1988064
76470, 1988220
76435, 1987310
76471, 1988246
76442, 1987492
76454, 1987804
76437, 1987362
76475, 1988350
76445, 1987570
76448, 1987648
79758, 1355886
79766, 1356022
79759, 1355903
79762, 1355954
79761, 1355937
79760, 1355920
79769, 1356073
79768, 1356056
79763, 1355971
79776, 1356192
79741, 1355597
79764, 1355988
79765, 1356005
76883, 1998958
78840, 2049840
78828, 2049528
78880, 2050880
78833, 2049658
76950, 2000700
75120, 600960
75119, 600952
76064, 608512
76651, 613208
76084, 608672
75125, 601000
75146, 601168
76041, 608328
75102, 600816
76670, 613360
76063, 608504
75101, 600808
75152, 601216
75155, 601240
75154, 601232
75104, 600832
76065, 608520
76050, 608400
75168, 601344
75165, 601320
75167, 601336
76623, 612984
79838, 718542
88561, 797049
79849, 718641
79941, 719469
79821, 718389
79930, 719370
88588, 797292
88555, 796995
88559, 797031
88550, 796950
79912, 719208
88572, 797148
88531, 796779
88556, 797004
88575, 797175
88568, 797112
79945, 719505
88574, 797166
88583, 797247
88511, 796599
79940, 719460
79853, 718677
88553, 796977
88590, 797310
88573, 797157
88577, 797193
88554, 796986
88582, 797238
79944, 719496
79978, 719802
88567, 797103
88562, 797058
88538, 796842
79911, 719199
88557, 797013
88549, 796941
88558, 797022
79976, 719784
88532, 796788
88510, 796590
88533, 796797
88589, 797301
88566, 797094
79906, 719154
79902, 719118
79996, 719964
88536, 796824
79905, 719145
79901, 719109
79903, 719127
79943, 719487
79904, 719136
88539, 796851
79980, 719820
88576, 797184
88534, 796806
79942, 719478
79990, 719910
88535, 796815
88565, 797085
79907, 719163
79997, 719973
79998, 719982
88563, 797067
79995, 719955
79910, 719190
79908, 719172
88512, 796608
88515, 796635
88571, 797139
88560, 797040
79931, 719379
88548, 796932
79929, 719361
88514, 796626
79938, 719442
79932, 719388
88513, 796617
79999, 719991
79947, 719523
79946, 719514
88581, 797229
79968, 719712
79914, 719226
88518, 796662
79836, 718524
88586, 797274
79835, 718515
79937, 719433
79934, 719406
79913, 719217
88524, 796716
88516, 796644
79935, 719415
79928, 719352
79916, 719244
88530, 796770
79953, 719577
79961, 719649
88529, 796761
88517, 796653
88523, 796707
88519, 796671
88540, 796860
79915, 719235
88570, 797130
88541, 796869
88547, 796923
88521, 796689
88580, 797220
79951, 719559
79948, 719532
79952, 719568
79950, 719550
88520, 796680
79949, 719541
88546, 796914
88542, 796878
79955, 719595
88569, 797121
79922, 719298
79936, 719424
88525, 796725
79917, 719253
88585, 797265
88528, 796752
88526, 796734
79954, 719586
88595, 797355
79960, 719640
79918, 719262
79920, 719280
79958, 719622
88545, 796905
79927, 719343
88587, 797283
88579, 797211
88578, 797202
79924, 719316
88543, 796887
88544, 796896
88527, 796743
79923, 719307
88584, 797256
79926, 719334
79925, 719325
76402, 1986452
76462, 1988012
76465, 1988090
76401, 1986426
76461, 1987986
76433, 1987258
76444, 1987544
76453, 1987778
76445, 1987570
76476, 1988376
76690, 1993940
76457, 1987882
76463, 1988038
76649, 1992874
76436, 1987336
76446, 1987596
76661, 1993186
76655, 1993030
76519, 1989494
76682, 1993732
76630, 1992380
76629, 1992354
76653, 1992978
76524, 1989624
76656, 1993056
76680, 1993680
76570, 1990820
76632, 1992432
76642, 1992692
76685, 1993810
76706, 1994356
76579, 1991054
76664, 1993264
75479, 1962454
75418, 1960868
75488, 1962688
75492, 1962792
75446, 1961596
75449, 1961674
75486, 1962636
75452, 1961752
75490, 1962740
75413, 1960738
75491, 1962766
75475, 1962350
75443, 1961518
75476, 1962376
75439, 1961414
75438, 1961388
75423, 1960998
75447, 1961622
75496, 1962896
75424, 1961024
78946, 2052596
78945, 2052570
78949, 2052674
78938, 2052388
78960, 2052960
78950, 2052700
78952, 2052752
78954, 2052804
78956, 2052856
78959, 2052934
78957, 2052882
78961, 2052986
78942, 2052492
78962, 2053012
78940, 2052440
78963, 2053038
78932, 2052232
78941, 2052466
79534, 2067884
79543, 2068118
79520, 2067520
79556, 2068456
79545, 2068170
79560, 2068560
79526, 2067676
79561, 2068586
79546, 2068196
79231, 2060006
79235, 2060110
79257, 2060682
79221, 2059746
79072, 2055872
79258, 2060708
79234, 2060084
79241, 2060266
79250, 2060500
79255, 2060630
79248, 2060448
79227, 2059902
76384, 1985984
77461, 774610
77471, 774710
77430, 774300
77450, 774500
77494, 774940
77485, 774850
77082, 770820
77053, 770530
77407, 774070
77406, 774060
77459, 774590
77083, 770830
77435, 774350
77085, 770850
77441, 774410
77444, 774440
77476, 774760
77420, 774200
77489, 774890
77464, 774640
77578, 775780
77417, 774170
77487, 774870
77469, 774690
77545, 775450
77493, 774930
77497, 774970
77451, 774510
77583, 775830
77479, 774790
77423, 774230
77496, 774960
77478, 774780
77477, 774770
77498, 774980
77584, 775840
77481, 774810
77099, 770990
75487, 1962662
75455, 1961830
75478, 1962428
75480, 1962480
75457, 1961882
75494, 1962844
75838, 1971788
75859, 1972334
75831, 1971606
76693, 1994018
76667, 1993342
75855, 1972230
75840, 1971840
75848, 1972048
75860, 1972360
78061, 2029586
78057, 2029482
78005, 2028130
78017, 2028442
88240, 2294240
79342, 2062892
79359, 2063334
79323, 2062398
79360, 2063360
79377, 2063802
79331, 2062606
77650, 776500
77617, 776170
77592, 775920
77555, 775550
77565, 775650
77591, 775910
77539, 775390
77568, 775680
77573, 775730
77574, 775740
77553, 775530
77554, 775540
77552, 775520
77546, 775460
77590, 775900
77518, 775180
77551, 775510
77623, 776230
77517, 775170
77511, 775110
77510, 775100
77550, 775500
77563, 775630
77549, 775490
79370, 2063620
79356, 2063256
79364, 2063464
79330, 2062580
78618, 2044068
78028, 2028728
78624, 2044224
76856, 1998256
78675, 2045550
78671, 2045446
78058, 2029508
78631, 2044406
79720, 2072720
79706, 2072356
79782, 2074332
76951, 2000726
79739, 2073214
77963, 1793149
78151, 1797473
78119, 1796737
78164, 1797772
77993, 1793839
78107, 1796461
77905, 1791815
77960, 1793080
77994, 2027844
78632, 2044432
78159, 2032134
78614, 2043964
78658, 2045108
78677, 2045602
78140, 2031640
78959, 2052934
78629, 2044354
77984, 2027584
78648, 2044848
78941, 2052466
78604, 2043704
78122, 2031172
77954, 2026804
78638, 2044588
79039, 2055014
79057, 2055482
79097, 2056522
79054, 2055404
79065, 2055690
79002, 2054052
79066, 2055716
79059, 2055534
79061, 2055586
75058, 1501160
75092, 1501840
76271, 1525420
76245, 1524900
76273, 1525460
75414, 1508280
75489, 1509780
75491, 1509820
75076, 1501520
75490, 1509800
76264, 1525280
76258, 1525160
75091, 1501820
75090, 1501800
76233, 1524660
75459, 1509180
75020, 1500400
76268, 1525360
75495, 1509900
75021, 1500420
75602, 982826
75601, 982813
75647, 983411
75641, 983333
75605, 982865
75660, 983580
75662, 983606
75603, 982839
75663, 983619
75652, 983476
75604, 982852
75645, 983385
75693, 984009
75606, 982878
75607, 982891
75608, 982904
75615, 982995
77876, 2024776
77872, 2024672
77363, 2011438
77484, 2014584
77861, 2024386
77875, 2024750
77868, 2024568
77356, 2011256
77831, 2023606
77830, 2023580
77873, 2024698
78140, 1484660
78648, 1494312
78121, 1484299
78156, 1484964
78155, 1484945
78108, 1484052
78670, 1494730
78132, 1484508
78115, 1484185
78638, 1494122
78154, 1484926
78130, 1484470
78123, 1484337
78655, 1494445
78666, 1494654
78124, 1484356
79235, 2060110
79032, 2054832
79072, 2055872
79021, 2054546
79041, 2055066
79064, 2055664
79043, 2055118
79311, 2062086
79250, 2060500
79363, 2063438
79073, 2055898
79313, 2062138
79052, 2055352
79233, 2060058
79239, 2060214
79226, 2059876
79259, 2060734
79245, 2060370
79201, 2059226
79261, 2060786
79255, 2060630
76442, 1987492
76844, 1997944
76565, 1990690
76637, 1992562
76531, 1989806
76538, 1989988
76566, 1990716
76457, 1987882
76525, 1989650
76436, 1987336
79081, 2056106
79083, 2056158
79040, 2055040
79086, 2056236
79062, 2055612
79225, 2059850
79252, 2060552
77659, 310636
77376, 309504
77374, 309496
77625, 310500
77657, 310628
77564, 310256
77519, 310076
77585, 310340
77663, 310652
77656, 310624
77029, 770290
77402, 774020
77037, 770370
77051, 770510
77504, 775040
77021, 770210
77297, 772970
77253, 772530
77217, 772170
77546, 775460
77080, 770800
77288, 772880
77249, 772490
77530, 775300
77484, 774840
77282, 772820
77008, 770080
77055, 770550
77345, 773450
77093, 770930
77272, 772720
77248, 772480
77084, 770840
77233, 772330
77024, 770240
77503, 775030
77429, 774290
77064, 770640
77357, 773570
77042, 770420
